Trading Day,Contract,Delivery Period,Delivery Start,Delivery End,Contract Volume,Open Price,High Price,Low Price,Last Price,"Settlement
Price",Exchange Volume MWh,Exchange Traded Contracts,Exchange Number of Trades,TradeReg Volume MWh,TradeReg Traded Contracts,TradeReg Number of Trades,Open Interest MWh (prev. day),Open Interest Contracts (prev. day)
7/5/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,45.55,0,0,0,0,0,0,0,0
7/5/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,41.26,0,0,0,0,0,0,0,0
7/4/2018,DEBM,2018.07,1/7/2018,31/07/18,744,,,,,45.15,0,0,0,0,0,0,36354816,48864
7/4/2018,DEBM,2018.08,1/8/2018,31/08/18,744,46.05,46.5,46.05,46.35,46.49,55800,75,19,110856,149,32,29987664,40306
7/4/2018,DEBM,2018.09,1/9/2018,30/09/18,720,48.55,48.65,48.4,48.4,48.45,10800,15,7,46800,65,3,26236800,36440
7/4/2018,DEBM,2018.1,1/10/2018,31/10/18,745,48.75,48.75,48.75,48.75,49.01,5215,7,1,0,0,0,227225,305
7/4/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,53.37,0,0,0,0,0,0,0,0
7/4/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,48.18,0,0,0,0,0,0,0,0
7/4/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,51,0,0,0,0,0,0,0,0
7/4/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,51.73,0,0,0,0,0,0,0,0
7/4/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,45.1,0,0,0,0,0,0,0,0
7/4/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,40.93,0,0,0,0,0,0,0,0
7/3/2018,DEBM,2018.07,1/7/2018,31/07/18,744,,,,,45.08,0,0,0,0,0,0,36354816,48864
7/3/2018,DEBM,2018.08,1/8/2018,31/08/18,744,46.6,46.6,46.2,46.25,46.24,61752,83,57,95232,128,20,29876808,40157
7/3/2018,DEBM,2018.09,1/9/2018,30/09/18,720,48.62,48.65,48.45,48.5,48.49,18720,26,8,10800,15,3,26207280,36399
7/3/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,48.88,0,0,0,0,0,0,227225,305
7/3/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,53.49,0,0,0,0,0,0,0,0
7/3/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,48.26,0,0,0,0,0,0,0,0
7/3/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,51.17,0,0,0,0,0,0,0,0
7/3/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,51.91,0,0,0,0,0,0,0,0
7/3/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,45.26,0,0,0,0,0,0,0,0
7/3/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,40.96,0,0,0,0,0,0,0,0
7/2/2018,DEBM,2018.07,1/7/2018,31/07/18,744,,,,,45.36,0,0,0,0,0,0,36388296,48909
7/2/2018,DEBM,2018.08,1/8/2018,31/08/18,744,45.8,46.5,45.8,46.15,46.29,108624,146,54,201624,271,50,29647656,39849
7/2/2018,DEBM,2018.09,1/9/2018,30/09/18,720,48.15,48.3,48.15,48.15,48.32,20160,28,7,14400,20,4,26184240,36367
7/2/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,48.7,0,0,0,7450,10,1,219775,295
7/2/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,53.23,0,0,0,0,0,0,0,0
7/2/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,48.04,0,0,0,0,0,0,0,0
7/2/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,50.8,0,0,0,0,0,0,0,0
7/2/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,51.57,0,0,0,0,0,0,0,0
7/2/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,44.96,0,0,0,0,0,0,0,0
7/2/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,40.65,0,0,0,0,0,0,0,0
6/29/2018,DEBM,2018.06,1/6/2018,30/06/18,720,,,,,42.42,0,0,0,0,0,0,27671040,38432
6/29/2018,DEBM,2018.07,1/7/2018,31/07/18,744,46.25,47.3,46.25,46.45,46.68,105648,142,28,323640,435,27,36107808,48532
6/29/2018,DEBM,2018.08,1/8/2018,31/08/18,744,45.4,46,45.4,45.9,45.96,49848,67,27,157728,212,29,29516712,39673
6/29/2018,DEBM,2018.09,1/9/2018,30/09/18,720,47.65,47.65,47.6,47.65,47.79,12240,17,5,21600,30,7,26175600,36355
6/29/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,48.24,0,0,0,0,0,0,219775,295
6/29/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,52.82,0,0,0,0,0,0,0,0
6/29/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,47.64,0,0,0,0,0,0,0,0
6/29/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,50.86,0,0,0,0,0,0,0,0
6/29/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,50.85,0,0,0,0,0,0,0,0
6/29/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,44.39,0,0,0,0,0,0,0,0
6/28/2018,DEBM,2018.06,1/6/2018,30/06/18,720,,,,,42.39,0,0,0,0,0,0,27671040,38432
6/28/2018,DEBM,2018.07,1/7/2018,31/07/18,744,45.4,45.85,45.3,45.85,45.58,121272,163,29,304296,409,57,35924040,48285
6/28/2018,DEBM,2018.08,1/8/2018,31/08/18,744,45.18,45.5,45.05,45.5,45.29,59520,80,21,110112,148,23,29495136,39644
6/28/2018,DEBM,2018.09,1/9/2018,30/09/18,720,47.3,47.3,47.2,47.3,47.25,26640,37,10,6480,9,2,26149680,36319
6/28/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,47.86,0,0,0,0,0,0,219775,295
6/28/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,52.51,0,0,0,0,0,0,0,0
6/28/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,47.43,0,0,0,0,0,0,0,0
6/28/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,50.7,0,0,0,0,0,0,0,0
6/28/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,50.69,0,0,0,0,0,0,0,0
6/28/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,44.22,0,0,0,0,0,0,0,0
6/27/2018,DEBM,2018.06,1/6/2018,30/06/18,720,,,,,42.31,0,0,0,0,0,0,27671040,38432
6/27/2018,DEBM,2018.07,1/7/2018,31/07/18,744,44.65,44.75,44.4,44.75,44.61,81840,110,21,290160,390,44,9453264,12706
6/27/2018,DEBM,2018.08,1/8/2018,31/08/18,744,43.82,44.6,43.82,44.6,44.48,46128,62,25,159960,215,20,3126288,4202
6/27/2018,DEBM,2018.09,1/9/2018,30/09/18,720,46.7,46.85,46.5,46.85,46.79,30240,42,11,18000,25,4,742320,1031
6/27/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,47.26,0,0,0,0,0,0,219775,295
6/27/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,52.14,0,0,0,0,0,0,0,0
6/27/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,47.08,0,0,0,0,0,0,0,0
6/27/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,50.21,0,0,0,0,0,0,0,0
6/27/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,50.2,0,0,0,0,0,0,0,0
6/27/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,43.73,0,0,0,0,0,0,0,0
6/26/2018,DEBM,2018.06,1/6/2018,30/06/18,720,,,,,42.33,0,0,0,0,0,0,27671040,38432
6/26/2018,DEBM,2018.07,1/7/2018,31/07/18,744,44.15,44.15,43.9,44.1,44.05,137640,185,38,648024,871,105,8239056,11074
6/26/2018,DEBM,2018.08,1/8/2018,31/08/18,744,43.9,43.9,43.35,43.8,43.82,70680,95,29,191208,257,41,2883000,3875
6/26/2018,DEBM,2018.09,1/9/2018,30/09/18,720,45.8,46.1,45.8,46.1,46.2,28800,40,9,46080,64,11,674640,937
6/26/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,46.77,0,0,0,0,0,0,219775,295
6/26/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,51.28,0,0,0,0,0,0,0,0
6/26/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,46.36,0,0,0,0,0,0,0,0
6/26/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,49.21,0,0,0,0,0,0,0,0
6/26/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,49.2,0,0,0,0,0,0,0,0
6/26/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,42.83,0,0,0,0,0,0,0,0
6/25/2018,DEBM,2018.06,1/6/2018,30/06/18,720,,,,,42.09,0,0,0,0,0,0,27671040,38432
6/25/2018,DEBM,2018.07,1/7/2018,31/07/18,744,44.6,44.75,44.35,44.4,44.66,127968,172,37,559488,752,86,7594008,10207
6/25/2018,DEBM,2018.08,1/8/2018,31/08/18,744,44.1,44.2,44.05,44.2,44.19,60264,81,22,771528,1037,45,2291520,3080
6/25/2018,DEBM,2018.09,1/9/2018,30/09/18,720,46.3,46.35,46.25,46.35,46.21,23760,33,7,0,0,0,650880,904
6/25/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,46.98,0,0,0,0,0,0,219775,295
6/25/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,51.51,0,0,0,0,0,0,0,0
6/25/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,46.52,0,0,0,0,0,0,0,0
6/25/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,49.48,0,0,0,0,0,0,0,0
6/25/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,49.47,0,0,0,0,0,0,0,0
6/25/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,43.1,0,0,0,0,0,0,0,0
6/22/2018,DEBM,2018.06,1/6/2018,30/06/18,720,,,,,42.41,0,0,0,0,0,0,27671040,38432
6/22/2018,DEBM,2018.07,1/7/2018,31/07/18,744,44.2,45,44.2,45,44.94,42408,57,11,152520,205,42,7466040,10035
6/22/2018,DEBM,2018.08,1/8/2018,31/08/18,744,43.83,44.25,43.83,44.2,44.33,46872,63,17,30504,41,7,2214144,2976
6/22/2018,DEBM,2018.09,1/9/2018,30/09/18,720,46,46.21,45.95,46.15,46.18,22320,31,8,0,0,0,628560,873
6/22/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,47.01,0,0,0,0,0,0,219775,295
6/22/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,51.4,0,0,0,0,0,0,0,0
6/22/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,46.29,0,0,0,0,0,0,0,0
6/22/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,49.32,0,0,0,0,0,0,0,0
6/22/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,49.3,0,0,0,0,0,0,0,0
6/22/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,42.95,0,0,0,0,0,0,0,0
6/21/2018,DEBM,2018.06,1/6/2018,30/06/18,720,,,,,42.04,0,0,0,0,0,0,27671040,38432
6/21/2018,DEBM,2018.07,1/7/2018,31/07/18,744,44.5,44.56,44.15,44.25,44.2,148800,200,30,286440,385,53,7242096,9734
6/21/2018,DEBM,2018.08,1/8/2018,31/08/18,744,44.2,44.2,43.75,43.75,43.79,61008,82,13,264120,355,24,1911336,2569
6/21/2018,DEBM,2018.09,1/9/2018,30/09/18,720,46.1,46.3,45.65,46,46.06,77040,107,11,7200,10,2,544320,756
6/21/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,46.64,0,0,0,0,0,0,219775,295
6/21/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,51.01,0,0,0,0,0,0,0,0
6/21/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,45.92,0,0,0,0,0,0,0,0
6/21/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,48.8,0,0,0,0,0,0,0,0
6/21/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,48.78,0,0,0,0,0,0,0,0
6/21/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,42.48,0,0,0,0,0,0,0,0
6/20/2018,DEBM,2018.06,1/6/2018,30/06/18,720,,,,,42.42,0,0,0,0,0,0,27671040,38432
6/20/2018,DEBM,2018.07,1/7/2018,31/07/18,744,45.4,45.7,44.55,44.6,44.6,341496,459,77,395808,532,56,6609696,8884
6/20/2018,DEBM,2018.08,1/8/2018,31/08/18,744,44.7,44.75,44.1,44.1,44.1,94488,127,34,315456,424,31,1512552,2033
6/20/2018,DEBM,2018.09,1/9/2018,30/09/18,720,47,47,46.75,46.75,46.53,11520,16,5,0,0,0,532800,740
6/20/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,46.94,0,0,0,0,0,0,219775,295
6/20/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,51.39,0,0,0,0,0,0,0,0
6/20/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,46.22,0,0,0,0,0,0,0,0
6/20/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,49.4,0,0,0,0,0,0,0,0
6/20/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,49.39,0,0,0,0,0,0,0,0
6/20/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,43.02,0,0,0,0,0,0,0,0
6/19/2018,DEBM,2018.06,1/6/2018,30/06/18,720,,,,,42.93,0,0,0,0,0,0,27671040,38432
6/19/2018,DEBM,2018.07,1/7/2018,31/07/18,744,44.95,45.65,44.95,45.4,45.6,159960,215,35,300576,404,67,6246624,8396
6/19/2018,DEBM,2018.08,1/8/2018,31/08/18,744,44.4,44.75,44.4,44.7,44.64,72912,98,30,93000,125,23,1380120,1855
6/19/2018,DEBM,2018.09,1/9/2018,30/09/18,720,47,47,47,47,47.14,7200,10,2,18000,25,5,507600,705
6/19/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,48.08,0,0,0,0,0,0,219775,295
6/19/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,52.57,0,0,0,0,0,0,0,0
6/19/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,47.34,0,0,0,0,0,0,0,0
6/19/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,50.51,0,0,0,0,0,0,0,0
6/19/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,50.49,0,0,0,0,0,0,0,0
6/19/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,43.99,0,0,0,0,0,0,0,0
6/18/2018,DEBM,2018.06,1/6/2018,30/06/18,720,,,,,42.27,0,0,0,0,0,0,27671040,38432
6/18/2018,DEBM,2018.07,1/7/2018,31/07/18,744,44,44.78,44,44.55,44.55,61008,82,17,116064,156,24,6070296,8159
6/18/2018,DEBM,2018.08,1/8/2018,31/08/18,744,43.9,44.45,43.9,44.3,44.3,40176,54,21,46872,63,10,1296792,1743
6/18/2018,DEBM,2018.09,1/9/2018,30/09/18,720,47.05,47.25,47,47,46.81,24480,34,9,10800,15,3,472320,656
6/18/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,48.21,0,0,0,0,0,0,219775,295
6/18/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,52.7,0,0,0,0,0,0,0,0
6/18/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,47.46,0,0,0,0,0,0,0,0
6/18/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,50.64,0,0,0,0,0,0,0,0
6/18/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,50.63,0,0,0,0,0,0,0,0
6/18/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,44.11,0,0,0,0,0,0,0,0
6/15/2018,DEBM,2018.06,1/6/2018,30/06/18,720,,,,,44.09,0,0,0,0,0,0,27671040,38432
6/15/2018,DEBM,2018.07,1/7/2018,31/07/18,744,44.85,44.85,44.35,44.45,44.47,39432,53,12,48360,65,15,6083688,8177
6/15/2018,DEBM,2018.08,1/8/2018,31/08/18,744,44.1,44.1,44,44.05,44.05,47616,64,13,12648,17,4,1249176,1679
6/15/2018,DEBM,2018.09,1/9/2018,30/09/18,720,46.1,46.1,46,46,45.77,11520,16,5,3600,5,1,457200,635
6/15/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,47.45,0,0,0,0,0,0,219775,295
6/15/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,51.89,0,0,0,0,0,0,0,0
6/15/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,46.72,0,0,0,0,0,0,0,0
6/15/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,50.12,0,0,0,0,0,0,0,0
6/15/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,50.11,0,0,0,0,0,0,0,0
6/15/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,43.65,0,0,0,0,0,0,0,0
6/14/2018,DEBM,2018.06,1/6/2018,30/06/18,720,,,,,43.87,0,0,0,0,0,0,27671040,38432
6/14/2018,DEBM,2018.07,1/7/2018,31/07/18,744,44,44.95,44,44.95,44.86,87048,117,22,206832,278,40,5949768,7997
6/14/2018,DEBM,2018.08,1/8/2018,31/08/18,744,43.8,44.1,43.8,44.1,44.06,40176,54,27,116064,156,25,1104096,1484
6/14/2018,DEBM,2018.09,1/9/2018,30/09/18,720,45.9,46.25,45.9,46.25,46.24,14400,20,5,7200,10,1,435600,605
6/14/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,48,0,0,0,0,0,0,219775,295
6/14/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,52.75,0,0,0,0,0,0,0,0
6/14/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,47.53,0,0,0,0,0,0,0,0
6/14/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,50.98,0,0,0,0,0,0,0,0
6/14/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,50.97,0,0,0,0,0,0,0,0
6/14/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,44.42,0,0,0,0,0,0,0,0
6/13/2018,DEBM,2018.06,1/6/2018,30/06/18,720,,,,,44.21,0,0,0,0,0,0,27671040,38432
6/13/2018,DEBM,2018.07,1/7/2018,31/07/18,744,44.4,44.5,44.3,44.45,44.4,34968,47,10,244776,329,31,5873880,7895
6/13/2018,DEBM,2018.08,1/8/2018,31/08/18,744,44.08,44.08,43.85,43.85,43.74,42408,57,25,134664,181,9,931488,1252
6/13/2018,DEBM,2018.09,1/9/2018,30/09/18,720,46,46,46,46,45.97,3600,5,1,3600,5,1,428400,595
6/13/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,47.3,0,0,0,0,0,0,219775,295
6/13/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,51.88,0,0,0,0,0,0,0,0
6/13/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,46.87,0,0,0,0,0,0,0,0
6/13/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,50.38,0,0,0,0,0,0,0,0
6/13/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,50.37,0,0,0,0,0,0,0,0
6/13/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,43.76,0,0,0,0,0,0,0,0
6/12/2018,DEBM,2018.06,1/6/2018,30/06/18,720,,,,,44.83,0,0,0,0,0,0,27671040,38432
6/12/2018,DEBM,2018.07,1/7/2018,31/07/18,744,44.75,44.75,44.25,44.6,44.7,84816,114,26,220968,297,26,5733264,7706
6/12/2018,DEBM,2018.08,1/8/2018,31/08/18,744,43.5,43.7,43.4,43.7,43.86,31992,43,10,295368,397,19,752928,1012
6/12/2018,DEBM,2018.09,1/9/2018,30/09/18,720,45.5,45.5,45.5,45.5,45.76,2160,3,1,2880,4,1,423360,588
6/12/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,47.11,0,0,0,0,0,0,219775,295
6/12/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,51.52,0,0,0,0,0,0,0,0
6/12/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,46.29,0,0,0,0,0,0,0,0
6/12/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,49.82,0,0,0,0,0,0,0,0
6/12/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,49.81,0,0,0,0,0,0,0,0
6/12/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,43.38,0,0,0,0,0,0,0,0
6/11/2018,DEBM,2018.06,1/6/2018,30/06/18,720,,,,,44.38,0,0,0,0,0,0,27671040,38432
6/11/2018,DEBM,2018.07,1/7/2018,31/07/18,744,45.4,45.4,43.8,43.95,43.83,146568,197,37,341496,459,49,5281656,7099
6/11/2018,DEBM,2018.08,1/8/2018,31/08/18,744,42.75,42.85,42.5,42.85,42.81,14880,20,9,286440,385,29,455328,612
6/11/2018,DEBM,2018.09,1/9/2018,30/09/18,720,45.75,45.75,45,45,45,4320,6,2,3600,5,1,415440,577
6/11/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,45.92,0,0,0,0,0,0,219775,295
6/11/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,50.01,0,0,0,0,0,0,0,0
6/11/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,45.01,0,0,0,0,0,0,0,0
6/11/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,48.69,0,0,0,0,0,0,0,0
6/11/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,48.67,0,0,0,0,0,0,0,0
6/11/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,42.4,0,0,0,0,0,0,0,0
6/8/2018,DEBM,2018.06,1/6/2018,30/06/18,720,,,,,43.92,0,0,0,0,0,0,27674640,38437
6/8/2018,DEBM,2018.07,1/7/2018,31/07/18,744,45.35,45.7,45.25,45.3,45.23,60264,81,20,128712,173,31,5176008,6957
6/8/2018,DEBM,2018.08,1/8/2018,31/08/18,744,43.45,43.55,43.45,43.55,43.5,14880,20,3,11160,15,3,429288,577
6/8/2018,DEBM,2018.09,1/9/2018,30/09/18,720,46,46,45.7,45.7,45.66,8640,12,4,0,0,0,406800,565
6/8/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,46.58,0,0,0,0,0,0,219775,295
6/8/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,50.56,0,0,0,0,0,0,0,0
6/8/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,45.41,0,0,0,0,0,0,0,0
6/8/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,49.37,0,0,0,0,0,0,0,0
6/8/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,49.36,0,0,0,0,0,0,0,0
6/8/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,42.99,0,0,0,0,0,0,0,0
6/7/2018,DEBM,2018.06,1/6/2018,30/06/18,720,,,,,43.54,0,0,0,0,0,0,27674640,38437
6/7/2018,DEBM,2018.07,1/7/2018,31/07/18,744,44.6,45.25,44.29,44.95,44.65,234360,315,57,209808,282,50,4914120,6605
6/7/2018,DEBM,2018.08,1/8/2018,31/08/18,744,43.3,43.49,43.3,43.3,43.36,15624,21,4,75144,101,16,342240,460
6/7/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,45.62,0,0,0,0,0,0,406800,565
6/7/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,46.03,0,0,0,0,0,0,219775,295
6/7/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,50.22,0,0,0,0,0,0,0,0
6/7/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,45.22,0,0,0,0,0,0,0,0
6/7/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,48.84,0,0,0,0,0,0,0,0
6/7/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,48.82,0,0,0,0,0,0,0,0
6/7/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,42.52,0,0,0,0,0,0,0,0
6/6/2018,DEBM,2018.06,1/6/2018,30/06/18,720,,,,,43.4,0,0,0,0,0,0,27688320,38456
6/6/2018,DEBM,2018.07,1/7/2018,31/07/18,744,45.1,45.2,44.2,44.35,44.45,349680,470,83,414408,557,92,4304040,5785
6/6/2018,DEBM,2018.08,1/8/2018,31/08/18,744,43.1,43.39,43.05,43.05,43.16,23064,31,9,22320,30,6,304296,409
6/6/2018,DEBM,2018.09,1/9/2018,30/09/18,720,46.05,46.05,45.75,45.75,45.84,15120,21,4,3600,5,1,388080,539
6/6/2018,DEBM,2018.1,1/10/2018,31/10/18,745,46.05,46.05,46.05,46.05,45.71,3725,5,1,0,0,0,216050,290
6/6/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,49.96,0,0,0,0,0,0,0,0
6/6/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,44.99,0,0,0,0,0,0,0,0
6/6/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,48.59,0,0,0,0,0,0,0,0
6/6/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,48.58,0,0,0,0,0,0,0,0
6/6/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,42.29,0,0,0,0,0,0,0,0
6/5/2018,DEBM,2018.06,1/6/2018,30/06/18,720,,,,,44.78,0,0,0,0,0,0,27688320,38456
6/5/2018,DEBM,2018.07,1/7/2018,31/07/18,744,47.5,48.35,45.65,45.75,45.65,352656,474,128,206088,277,41,3863592,5193
6/5/2018,DEBM,2018.08,1/8/2018,31/08/18,744,44.6,45,43.7,43.8,43.35,28272,38,6,93000,125,20,215016,289
6/5/2018,DEBM,2018.09,1/9/2018,30/09/18,720,46.93,47.5,46.05,46.05,46.35,35280,49,6,104400,145,4,248400,345
6/5/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,46.05,0,0,0,0,0,0,216050,290
6/5/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,50.34,0,0,0,0,0,0,0,0
6/5/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,45.4,0,0,0,0,0,0,0,0
6/5/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,49.33,0,0,0,0,0,0,0,0
6/5/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,49.32,0,0,0,0,0,0,0,0
6/5/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,42.97,0,0,0,0,0,0,0,0
6/4/2018,DEBM,2018.06,1/6/2018,30/06/18,720,,,,,45.02,0,0,0,0,0,0,27719280,38499
6/4/2018,DEBM,2018.07,1/7/2018,31/07/18,744,44.5,47.2,44.5,46.75,47.1,116808,157,45,224688,302,46,3602448,4842
6/4/2018,DEBM,2018.08,1/8/2018,31/08/18,744,43.45,44.05,43.45,43.95,43.83,17856,24,8,11160,15,3,206088,277
6/4/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,46.34,0,0,0,0,0,0,248400,345
6/4/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,46.09,0,0,0,0,0,0,216050,290
