Trading Day,Product,Maturity,Delivery Start,Delivery End,Lot Size,Settlement Price,Open Price,Timestamp Open Price ,High Price,Timestamp High Price,Low Price,Timestamp Low Price,Last  Price,Timestamp Last Price,Traded Lots,Traded Volume,Number of Trades,Open Interest Volume,Open Interest Lots,Traded Lots,Traded Volume,Number of Trades
7/21/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,34.69,35.5,2020-07-21T08:07:32,35.5,2020-07-21T08:07:32,34.8,2020-07-21T14:51:17,34.8,2020-07-21T14:51:17,20,"14,900 MWh",4,"1,285,125 MWh","1,725",55,"40,975 MWh",11
7/21/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,40.62,41.63,2020-07-21T13:20:04,41.63,2020-07-21T13:20:04,41.63,2020-07-21T13:20:04,41.63,2020-07-21T13:20:04,2,"1,440 MWh",1,"108,000 MWh",150,15,"10,800 MWh",3
7/21/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,36.4,,,,,,,,,,,,"418,128 MWh",562,,,
7/21/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,41.44,,,,,,,,,,,,,,,,
7/21/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,43.87,,,,,,,,,,,,,,,,
7/21/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,38.28,,,,,,,,,,,,,,,,
7/21/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,36.45,,,,,,,,,,,,,,,,
7/20/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,30.63,,,,,,,,,,,,"168,405,144 MWh","226,351",,,
7/20/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,30.03,31,2020-07-20T09:11:29,31,2020-07-20T09:11:29,29.8,2020-07-20T16:14:19,30,2020-07-20T17:33:51,582,"433,008 MWh",161,"162,128,016 MWh","217,914","1,127","838,488 MWh",182
7/20/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,33.8,35.25,2020-07-20T09:22:27,35.25,2020-07-20T09:22:27,33.65,2020-07-20T16:06:49,33.7,2020-07-20T16:19:33,630,"453,600 MWh",170,"148,075,920 MWh","205,661",618,"444,960 MWh",90
7/20/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,34.83,36.25,2020-07-20T09:35:54,36.25,2020-07-20T09:35:54,36.25,2020-07-20T09:35:54,36.25,2020-07-20T09:35:54,5,"3,725 MWh",1,"1,232,975 MWh","1,655",5,"3,725 MWh",1
7/20/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,40.92,41.6,2020-07-20T12:05:44,41.6,2020-07-20T12:05:44,41.6,2020-07-20T12:05:44,41.6,2020-07-20T12:10:25,20,"14,400 MWh",4,"95,760 MWh",133,15,"10,800 MWh",3
7/20/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,36.48,,,,,,,,,,,,"418,128 MWh",562,,,
7/20/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,41.5,,,,,,,,,,,,,,,,
7/20/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,43.93,,,,,,,,,,,,,,,,
7/20/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,38.34,,,,,,,,,,,,,,,,
7/20/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,36.4,,,,,,,,,,,,,,,,
7/17/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,31.29,,,,,,,,,,,,"168,405,144 MWh","226,351",,,
7/17/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,31.69,31.55,2020-07-17T09:15:09,32.1,2020-07-17T14:55:23,31.35,2020-07-17T10:38:56,31.65,2020-07-17T17:27:01,429,"319,176 MWh",92,"161,177,184 MWh","216,636",444,"330,336 MWh",73
7/17/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,35.81,35.95,2020-07-17T09:15:13,36.1,2020-07-17T12:36:03,35.7,2020-07-17T10:32:38,36,2020-07-17T17:27:24,130,"93,600 MWh",26,"147,289,680 MWh","204,569",175,"126,000 MWh",29
7/17/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,36.4,36.45,2020-07-17T10:32:25,37.05,2020-07-17T14:14:40,36.4,2020-07-17T16:02:57,36.4,2020-07-17T16:02:57,37,"27,565 MWh",8,"1,229,250 MWh","1,650",5,"3,725 MWh",1
7/17/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,42.5,,,,,,,,,,,,"70,560 MWh",98,,,
7/17/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,38.22,38,2020-07-17T10:33:52,38.5,2020-07-17T11:34:38,38,2020-07-17T10:33:52,38.5,2020-07-17T11:34:38,13,"9,672 MWh",3,"418,128 MWh",562,,,
7/17/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,42.99,,,,,,,,,,,,,,,,
7/17/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,45.48,,,,,,,,,,,,,,,,
7/17/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,39.7,,,,,,,,,,,,,,,,
7/17/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,37.41,,,,,,,,,,,,,,,,
7/16/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,31.37,,,,,,,,,,,,"168,405,144 MWh","226,351",,,
7/16/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,32.07,32.45,2020-07-16T09:53:12,32.45,2020-07-16T09:53:12,31.5,2020-07-16T17:14:55,31.55,2020-07-16T17:33:10,280,"208,320 MWh",80,"160,714,416 MWh","216,014",754,"560,976 MWh",153
7/16/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,36.75,37.3,2020-07-16T09:10:46,37.3,2020-07-16T09:10:46,36.6,2020-07-16T15:26:38,36.6,2020-07-16T16:25:25,83,"59,760 MWh",21,"147,114,000 MWh","204,325",219,"157,680 MWh",26
7/16/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,37.55,36.75,2020-07-16T17:12:31,36.75,2020-07-16T17:12:31,36.75,2020-07-16T17:12:31,36.75,2020-07-16T17:12:31,5,"3,725 MWh",1,"1,197,960 MWh","1,608",5,"3,725 MWh",1
7/16/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,43.71,,,,,,,,,,,,"70,560 MWh",98,10,"7,200 MWh",1
7/16/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,39.02,38.25,2020-07-16T17:13:23,38.25,2020-07-16T17:13:23,38.25,2020-07-16T17:13:23,38.25,2020-07-16T17:13:26,16,"11,904 MWh",2,"408,456 MWh",549,,,
7/16/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,43.92,,,,,,,,,,,,,,,,
7/16/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,46.55,,,,,,,,,,,,,,,,
7/16/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,40.62,,,,,,,,,,,,,,,,
7/16/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,38.52,,,,,,,,,,,,,,,,
7/15/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,31.99,,,,,,,,,,,,"168,405,144 MWh","226,351",,,
7/15/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,32.96,33,2020-07-15T08:13:15,33.4,2020-07-15T14:25:14,32.6,2020-07-15T17:35:18,32.6,2020-07-15T17:54:20,334,"248,496 MWh",99,"160,053,000 MWh","215,125",584,"434,496 MWh",106
7/15/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,37.56,37.4,2020-07-15T08:44:08,37.81,2020-07-15T15:05:07,37.25,2020-07-15T17:21:31,37.25,2020-07-15T17:34:54,182,"131,040 MWh",56,"146,941,200 MWh","204,085",165,"118,800 MWh",24
7/15/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,38.13,38.4,2020-07-15T12:45:02,38.4,2020-07-15T12:45:02,38.4,2020-07-15T12:45:02,38.4,2020-07-15T12:45:02,2,"1,490 MWh",1,"1,190,510 MWh","1,598",,,
7/15/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,44.71,45,2020-07-15T14:26:19,45,2020-07-15T14:26:19,45,2020-07-15T14:26:19,45,2020-07-15T14:26:19,1,720 MWh,1,"63,360 MWh",88,,,
7/15/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,39.83,,,,,,,,,,,,"396,552 MWh",533,,,
7/15/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,44.56,,,,,,,,,,,,,,,,
7/15/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,47.15,,,,,,,,,,,,,,,,
7/15/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,41.15,,,,,,,,,,,,,,,,
7/15/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,39.08,,,,,,,,,,,,,,,,
7/14/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,31.74,,,,,,,,,,,,"168,405,144 MWh","226,351",,,
7/14/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,32.57,33.36,2020-07-14T08:00:06,33.36,2020-07-14T08:00:06,32.4,2020-07-14T12:31:25,32.76,2020-07-14T17:54:01,516,"383,904 MWh",116,"159,724,152 MWh","214,683",881,"655,464 MWh",199
7/14/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,37.01,37.1,2020-07-14T08:13:38,37.4,2020-07-14T10:30:15,36.7,2020-07-14T14:48:43,37,2020-07-14T17:52:03,149,"107,280 MWh",38,"146,712,240 MWh","203,767",165,"118,800 MWh",26
7/14/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,37.5,,,,,,,,,10,"7,450 MWh",1,"1,190,510 MWh","1,598",,,
7/14/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,44.3,44.5,2020-07-14T15:36:48,44.5,2020-07-14T15:36:48,44.5,2020-07-14T15:36:48,44.5,2020-07-14T15:36:48,5,"3,600 MWh",1,"62,640 MWh",87,,,
7/14/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,39.2,,,,,,,,,,,,"396,552 MWh",533,,,
7/14/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,43.75,,,,,,,,,,,,,,,,
7/14/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,46.42,,,,,,,,,,,,,,,,
7/14/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,40.61,,,,,,,,,,,,,,,,
7/14/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,38.73,,,,,,,,,,,,,,,,
7/13/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,32.59,,,,,,,,,,,,"168,405,144 MWh","226,351",5,"3,720 MWh",1
7/13/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,34.14,33.55,2020-07-13T08:30:00,34.35,2020-07-13T15:23:05,33.5,2020-07-13T17:36:20,33.5,2020-07-13T17:36:20,372,"276,768 MWh",96,"158,877,480 MWh","213,545",625,"465,000 MWh",133
7/13/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,38.26,38,2020-07-13T08:51:43,38.5,2020-07-13T14:33:42,37,2020-07-13T17:54:34,37.1,2020-07-13T17:54:42,114,"82,080 MWh",25,"146,528,640 MWh","203,512",15,"10,800 MWh",7
7/13/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,38.93,38.55,2020-07-13T17:17:51,38.55,2020-07-13T17:17:51,38.55,2020-07-13T17:17:51,38.55,2020-07-13T17:22:49,10,"7,450 MWh",2,"1,183,060 MWh","1,588",15,"11,175 MWh",3
7/13/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,45.04,,,,,,,,,,,,"59,040 MWh",82,15,"10,800 MWh",3
7/13/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,40.5,,,,,,,,,,,,"396,552 MWh",533,,,
7/13/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,44.8,,,,,,,,,,,,,,,,
7/13/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,47.44,,,,,,,,,,,,,,,,
7/13/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,41.39,,,,,,,,,,,,,,,,
7/13/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,39.69,,,,,,,,,,,,,,,,
7/10/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,31.37,,,,,,,,,,,,"168,401,424 MWh","226,346",,,
7/10/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,32.9,33,2020-07-10T08:12:54,33.1,2020-07-10T08:52:13,32.65,2020-07-10T11:07:38,33.1,2020-07-10T17:51:40,511,"380,184 MWh",126,"158,276,328 MWh","212,737",711,"528,984 MWh",134
7/10/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,37.08,37.35,2020-07-10T08:52:45,37.4,2020-07-10T09:35:36,36.9,2020-07-10T11:04:09,37.05,2020-07-10T15:31:12,148,"106,560 MWh",32,"146,451,600 MWh","203,405",177,"127,440 MWh",28
7/10/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,37.6,38.4,2020-07-10T08:41:07,38.4,2020-07-10T08:41:07,37.45,2020-07-10T10:50:41,37.45,2020-07-10T10:50:41,10,"7,450 MWh",2,"1,164,435 MWh","1,563",5,"3,725 MWh",1
7/10/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,43.94,,,,,,,,,,,,"48,240 MWh",67,,,
7/10/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,38.92,,,,,,,,,,,,"396,552 MWh",533,,,
7/10/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,43.29,,,,,,,,,,,,,,,,
7/10/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,45.89,,,,,,,,,,,,,,,,
7/10/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,40.04,,,,,,,,,,,,,,,,
7/10/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,38.22,,,,,,,,,,,,,,,,
7/9/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,32.47,,,,,,,,,,,,"168,401,424 MWh","226,346",,,
7/9/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,34.49,35.1,2020-07-09T08:33:55,35.1,2020-07-09T08:33:55,33.5,2020-07-09T17:56:24,33.5,2020-07-09T17:56:25,276,"205,344 MWh",83,"157,434,864 MWh","211,606",395,"293,880 MWh",76
7/9/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,38.43,38.6,2020-07-09T10:09:53,38.6,2020-07-09T10:09:53,37.7,2020-07-09T17:58:32,37.7,2020-07-09T17:58:32,52,"37,440 MWh",15,"146,232,720 MWh","203,101",207,"149,040 MWh",23
7/9/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,38.78,38.65,2020-07-09T10:36:03,38.65,2020-07-09T10:36:03,38.65,2020-07-09T10:36:03,38.65,2020-07-09T10:36:03,7,"5,215 MWh",2,"1,153,260 MWh","1,548",30,"22,350 MWh",4
7/9/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,44.62,,,,,,,,,,,,"48,240 MWh",67,35,"25,200 MWh",3
7/9/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,40.28,,,,,,,,,,,,"396,552 MWh",533,5,"3,720 MWh",1
7/9/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,44.37,,,,,,,,,,,,,,,,
7/9/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,47.06,,,,,,,,,,,,,,,,
7/9/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,41.07,,,,,,,,,,,,,,,,
7/9/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,39.08,,,,,,,,,,,,,,,,
7/8/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,32.76,,,,,,,,,,,,"168,401,424 MWh","226,346",,,
7/8/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,34.91,35.25,2020-07-08T08:03:26,35.25,2020-07-08T08:03:26,34.65,2020-07-08T11:23:19,34.9,2020-07-08T17:49:19,239,"177,816 MWh",93,"157,174,464 MWh","211,256","1,167","868,248 MWh",157
7/8/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,38.93,38.95,2020-07-08T10:55:34,38.95,2020-07-08T10:55:34,38.6,2020-07-08T12:20:59,38.71,2020-07-08T16:41:09,87,"62,640 MWh",20,"146,080,080 MWh","202,889",509,"366,480 MWh",41
7/8/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,39.18,,,,,,,,,,,,"1,133,145 MWh","1,521",15,"11,175 MWh",3
7/8/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,44.79,,,,,,,,,,,,"30,240 MWh",42,,,
7/8/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,40.19,,,,,,,,,,,,"392,832 MWh",528,,,
7/8/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,44.3,,,,,,,,,,,,,,,,
7/8/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,46.95,,,,,,,,,,,,,,,,
7/8/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,40.97,,,,,,,,,,,,,,,,
7/8/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,39.08,,,,,,,,,,,,,,,,
7/7/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,33.12,,,,,,,,,,,,"168,401,424 MWh","226,346",,,
7/7/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,35.72,35,2020-07-07T08:00:57,35.85,2020-07-07T15:59:19,35,2020-07-07T08:00:57,35.4,2020-07-07T17:36:03,167,"124,248 MWh",76,"156,433,440 MWh","210,260","1,019","758,136 MWh",151
7/7/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,39.75,39.15,2020-07-07T08:35:07,39.85,2020-07-07T16:11:55,39.1,2020-07-07T09:34:35,39.5,2020-07-07T17:59:18,151,"108,720 MWh",42,"145,793,520 MWh","202,491",229,"164,880 MWh",56
7/7/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,39.96,39.6,2020-07-07T11:57:20,40.05,2020-07-07T16:06:57,39.6,2020-07-07T11:57:20,39.85,2020-07-07T17:54:39,17,"12,665 MWh",5,"1,121,970 MWh","1,506",98,"73,010 MWh",20
7/7/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,45.27,,,,,,,,,,,,"30,240 MWh",42,20,"14,400 MWh",2
7/7/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,41.24,41.2,2020-07-07T15:08:38,41.25,2020-07-07T15:54:15,41.2,2020-07-07T15:08:38,41.25,2020-07-07T15:54:25,6,"4,464 MWh",3,"392,832 MWh",528,,,
7/7/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,45.02,,,,,,,,,,,,,,,,
7/7/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,47.77,,,,,,,,,,,,,,,,
7/7/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,41.68,,,,,,,,,,,,,,,,
7/7/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,39.69,,,,,,,,,,,,,,,,
7/6/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,31.58,,,,,,,,,,,,"168,401,424 MWh","226,346",,,
7/6/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,35.09,34.04,2020-07-06T08:19:35,35.25,2020-07-06T12:24:23,34.04,2020-07-06T08:19:35,34.9,2020-07-06T16:27:17,322,"239,568 MWh",171,"155,725,896 MWh","209,309",444,"330,336 MWh",98
7/6/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,39.14,38.65,2020-07-06T09:32:19,39.5,2020-07-06T16:01:08,38.65,2020-07-06T09:32:19,39.05,2020-07-06T16:30:49,119,"85,680 MWh",28,"145,570,320 MWh","202,181",357,"257,040 MWh",30
7/6/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,39.58,40.4,2020-07-06T16:01:08,40.4,2020-07-06T16:01:08,40.4,2020-07-06T16:01:08,40.4,2020-07-06T16:01:08,5,"3,725 MWh",1,"1,054,920 MWh","1,416",,,
7/6/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,44.65,44.45,2020-07-06T12:18:30,44.65,2020-07-06T15:56:35,44.45,2020-07-06T12:18:30,44.65,2020-07-06T15:56:35,6,"4,320 MWh",2,"15,840 MWh",22,10,"7,200 MWh",1
7/6/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,40.6,40.25,2020-07-06T12:18:30,40.6,2020-07-06T15:56:35,40.25,2020-07-06T12:18:30,40.6,2020-07-06T15:56:38,21,"15,624 MWh",5,"388,368 MWh",522,9,"6,696 MWh",1
7/6/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,44.73,,,,,,,,,,,,,,,,
7/6/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,47.41,,,,,,,,,,,,,,,,
7/6/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,41.37,,,,,,,,,,,,,,,,
7/6/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,39.69,,,,,,,,,,,,,,,,
7/3/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,30.63,,,,,,,,,,,,"168,401,424 MWh","226,346",,,
7/3/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,33.46,32.72,2020-07-03T08:18:21,33.5,2020-07-03T15:31:47,32.72,2020-07-03T08:00:00,33.35,2020-07-03T17:54:30,205,"152,520 MWh",79,"155,224,440 MWh","208,635",602,"447,888 MWh",142
7/3/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,37.49,36.75,2020-07-03T08:12:45,37.5,2020-07-03T15:38:04,36.75,2020-07-03T08:12:45,37.4,2020-07-03T16:47:57,66,"47,520 MWh",19,"145,239,120 MWh","201,721",186,"133,920 MWh",75
7/3/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,37.68,37.2,2020-07-03T12:59:45,37.2,2020-07-03T12:59:45,37.2,2020-07-03T12:59:45,37.2,2020-07-03T12:59:45,2,"1,490 MWh",1,"1,054,920 MWh","1,416",5,"3,725 MWh",1
7/3/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,43.26,,,,,,,,,,,,"4,320 MWh",6,,,
7/3/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,39.05,38.3,2020-07-03T12:31:35,38.3,2020-07-03T12:31:35,38.3,2020-07-03T12:31:35,38.3,2020-07-03T12:31:35,5,"3,720 MWh",1,"366,048 MWh",492,5,"3,720 MWh",1
7/3/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,42.99,,,,,,,,,,,,,,,,
7/3/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,45.54,,,,,,,,,,,,,,,,
7/3/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,39.75,,,,,,,,,,,,,,,,
7/3/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,35.32,,,,,,,,,,,,,,,,
7/2/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,30.94,,,,,,,,,,,,"168,401,424 MWh","226,346",,,
7/2/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,33.37,33,2020-07-02T08:09:04,33.65,2020-07-02T13:12:12,33,2020-07-02T08:09:04,33.25,2020-07-02T17:40:44,261,"194,184 MWh",112,"154,827,888 MWh","208,102",372,"276,768 MWh",84
7/2/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,37.41,37.05,2020-07-02T08:56:16,37.5,2020-07-02T11:57:43,37.05,2020-07-02T08:56:16,37.4,2020-07-02T15:52:01,49,"35,280 MWh",12,"145,082,880 MWh","201,504",625,"450,000 MWh",33
7/2/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,37.83,37.85,2020-07-02T12:06:32,37.85,2020-07-02T12:06:32,37.7,2020-07-02T14:17:07,37.8,2020-07-02T16:05:11,13,"9,685 MWh",3,"1,049,705 MWh","1,409",44,"32,780 MWh",10
7/2/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,43.75,,,,,,,,,,,,"4,320 MWh",6,,,
7/2/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,38.83,,,,,,,,,,,,"358,608 MWh",482,,,
7/2/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,42.84,,,,,,,,,,,,,,,,
7/2/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,45.41,,,,,,,,,,,,,,,,
7/2/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,39.61,,,,,,,,,,,,,,,,
7/2/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,37.82,,,,,,,,,,,,,,,,
7/1/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,31.41,,,,,,,,,,,,"168,401,424 MWh","226,346",5,"3,720 MWh",1
7/1/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,33.54,33.45,2020-07-01T12:22:40,33.95,2020-07-01T13:26:38,33.32,2020-07-01T15:21:21,33.5,2020-07-01T16:16:14,206,"153,264 MWh",88,"154,512,432 MWh","207,678",750,"558,000 MWh",148
7/1/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,37.41,37.6,2020-07-01T12:38:41,37.7,2020-07-01T13:30:20,37.3,2020-07-01T15:21:31,37.45,2020-07-01T17:00:41,58,"41,760 MWh",15,"144,642,240 MWh","200,892",433,"311,760 MWh",42
7/1/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,37.74,37.55,2020-07-01T15:21:40,37.55,2020-07-01T15:21:40,37.55,2020-07-01T15:21:40,37.55,2020-07-01T15:21:40,5,"3,725 MWh",1,"1,014,690 MWh","1,362",35,"26,075 MWh",7
7/1/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,43.81,,,,,,,,,,,,"4,320 MWh",6,,,
7/1/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,38.98,,,,,,,,,,,,"358,608 MWh",482,,,
7/1/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,43.15,,,,,,,,,,,,,,,,
7/1/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,45.71,,,,,,,,,,,,,,,,
7/1/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,39.88,,,,,,,,,,,,,,,,
7/1/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,38.02,,,,,,,,,,,,,,,,
6/30/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,32.08,32.74,2020-06-30T08:38:34,32.75,2020-06-30T10:05:02,31.95,2020-06-30T14:43:36,32,2020-06-30T17:34:56,233,"173,352 MWh",60,"168,469,872 MWh","226,438",281,"209,064 MWh",47
6/30/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,33.22,32.61,2020-06-30T08:33:21,33.3,2020-06-30T16:10:17,32.6,2020-06-30T09:33:00,32.9,2020-06-30T17:47:37,264,"196,416 MWh",151,"153,969,312 MWh","206,948",369,"274,536 MWh",56
