Trading Day,Product,Maturity,Delivery Start,Delivery End,Lot Size,Settlement Price,Open Price,Timestamp Open Price ,High Price,Timestamp High Price,Low Price,Timestamp Low Price,Last  Price,Timestamp Last Price,Traded Lots,Traded Volume,Number of Trades,Open Interest Volume (prev. day),Open Interest Lots (prev. day),Traded Lots,Traded Volume,Number of Trades
10/24/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,41.67,41.05,2019-10-24T08:21:52,42.05,2019-10-24T16:45:14,41,2019-10-24T08:27:58,41.9,2019-10-24T17:31:41,319,"237,336 MWh",80,"111,925,128 MWh","150,437",682,"507,408 MWh",93
10/24/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,49.17,48.9,2019-10-24T08:49:22,49.5,2019-10-24T16:44:13,48.9,2019-10-24T08:49:22,49.5,2019-10-24T16:44:13,38,"28,272 MWh",9,"642,072 MWh",863,44,"32,736 MWh",4
10/24/2019,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,51.26,51.5,2019-10-24T14:10:42,51.6,2019-10-24T14:21:58,51.5,2019-10-24T14:10:42,51.6,2019-10-24T14:21:58,7,"4,872 MWh",3,"89,088 MWh",128,,,
10/24/2019,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,44.51,44.65,2019-10-24T14:10:25,44.65,2019-10-24T14:10:25,44.65,2019-10-24T14:10:25,44.65,2019-10-24T14:10:25,1,743 MWh,1,"63,155 MWh",85,,,
10/24/2019,DEBM,2020-04,4/1/2020,4/30/2020,720 MWh,43.77,43.6,2019-10-24T12:29:29,43.6,2019-10-24T12:29:29,43.6,2019-10-24T12:29:29,43.6,2019-10-24T12:29:29,3,"2,160 MWh",1,"2,160 MWh",3,,,
10/24/2019,DEBM,2020-05,5/1/2020,5/31/2020,744 MWh,41.81,,,,,,,,,,,,,,,,
10/24/2019,DEBM,2020-06,6/1/2020,6/30/2020,720 MWh,45,,,,,,,,,,,,,,,,
10/24/2019,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,45.2,,,,,,,,,,,,,,,,
10/23/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,37.26,,,,,,,,,,,,"121,505,775 MWh","163,095",,,
10/23/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,44.53,44.84,2019-10-23T08:14:31,44.9,2019-10-23T08:33:56,44.36,2019-10-23T16:02:18,44.55,2019-10-23T17:57:41,491,"353,520 MWh",91,"117,142,560 MWh","162,698",804,"578,880 MWh",77
10/23/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,41.7,42.14,2019-10-23T08:36:09,42.14,2019-10-23T08:36:09,41.6,2019-10-23T15:10:09,41.6,2019-10-23T17:52:33,187,"139,128 MWh",41,"111,234,696 MWh","149,509",423,"314,712 MWh",50
10/23/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,49.45,49.3,2019-10-23T11:46:14,49.31,2019-10-23T14:17:10,49.3,2019-10-23T11:46:14,49.3,2019-10-23T14:30:48,29,"21,576 MWh",8,"581,064 MWh",781,2,"1,488 MWh",1
10/23/2019,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,51.74,,,,,,,,,,,,"84,216 MWh",121,,,
10/23/2019,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,44.64,,,,,,,,,,,,"62,412 MWh",84,10,"7,430 MWh",1
10/23/2019,DEBM,2020-04,4/1/2020,4/30/2020,720 MWh,43.59,,,,,,,,,,,,,,,,
10/23/2019,DEBM,2020-05,5/1/2020,5/31/2020,744 MWh,41.62,,,,,,,,,,,,,,,,
10/23/2019,DEBM,2020-06,6/1/2020,6/30/2020,720 MWh,44.8,,,,,,,,,,,,,,,,
10/23/2019,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,44.8,,,,,,,,,,,,,,,,
10/22/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,37.22,,,,,,,,,,,,"121,505,775 MWh","163,095",,,
10/22/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,45.28,46.2,2019-10-22T08:13:27,46.35,2019-10-22T08:15:11,44.95,2019-10-22T16:35:58,45.1,2019-10-22T17:56:00,406,"292,320 MWh",90,"116,455,680 MWh","161,744","1,201","864,720 MWh",181
10/22/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,42.35,42.9,2019-10-22T08:53:40,42.95,2019-10-22T09:20:49,42,2019-10-22T17:28:05,42.1,2019-10-22T17:48:42,173,"128,712 MWh",43,"110,835,912 MWh","148,973",564,"419,616 MWh",71
10/22/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,49.76,50,2019-10-22T12:38:35,50,2019-10-22T12:38:35,50,2019-10-22T12:38:35,50,2019-10-22T12:38:35,5,"3,720 MWh",1,"558,000 MWh",750,40,"29,760 MWh",5
10/22/2019,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,52.72,,,,,,,,,,,,"84,216 MWh",121,,,
10/22/2019,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,45.49,,,,,,,,,,,,"54,982 MWh",74,,,
10/22/2019,DEBM,2020-04,4/1/2020,4/30/2020,720 MWh,43.99,,,,,,,,,,,,,,,,
10/22/2019,DEBM,2020-05,5/1/2020,5/31/2020,744 MWh,42.07,,,,,,,,,,,,,,,,
10/22/2019,DEBM,2020-06,6/1/2020,6/30/2020,720 MWh,45.28,,,,,,,,,,,,,,,,
10/22/2019,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,45.15,,,,,,,,,,,,,,,,
10/21/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,37.68,,,,,,,,,,,,"121,505,775 MWh","163,095",,,
10/21/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,46.22,46.1,2019-10-21T08:01:35,46.7,2019-10-21T09:20:02,45.55,2019-10-21T17:30:20,45.75,2019-10-21T17:45:56,572,"411,840 MWh",111,"115,500,240 MWh","160,417","1,046","753,120 MWh",87
10/21/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,43.37,44,2019-10-21T08:52:31,44,2019-10-21T08:52:31,42.8,2019-10-21T17:27:57,42.8,2019-10-21T17:27:57,88,"65,472 MWh",23,"110,310,648 MWh","148,267",379,"281,976 MWh",38
10/21/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,50.5,50.5,2019-10-21T15:57:39,50.5,2019-10-21T15:57:39,50.5,2019-10-21T15:57:39,50.5,2019-10-21T15:57:39,5,"3,720 MWh",1,"524,520 MWh",705,12,"8,928 MWh",3
10/21/2019,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,53.5,54.2,2019-10-21T09:29:52,54.2,2019-10-21T09:29:52,54.2,2019-10-21T09:29:52,54.2,2019-10-21T09:29:54,15,"10,440 MWh",3,"84,216 MWh",121,,,
10/21/2019,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,47.08,,,,,,,,,,,,"54,982 MWh",74,,,
10/21/2019,DEBM,2020-04,4/1/2020,4/30/2020,720 MWh,44.73,,,,,,,,,,,,,,,,
10/21/2019,DEBM,2020-05,5/1/2020,5/31/2020,744 MWh,42.99,,,,,,,,,,,,,,,,
10/21/2019,DEBM,2020-06,6/1/2020,6/30/2020,720 MWh,46.66,,,,,,,,,,,,,,,,
10/21/2019,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,46.19,,,,,,,,,,,,,,,,
10/18/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,38.06,,,,,,,,,,,,"121,505,775 MWh","163,095",,,
10/18/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,45.63,45.55,2019-10-18T08:49:20,46,2019-10-18T10:15:04,45.4,2019-10-18T15:05:46,45.65,2019-10-18T17:33:21,431,"310,320 MWh",77,"114,737,040 MWh","159,357",346,"249,120 MWh",52
10/18/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,43.33,43.35,2019-10-18T09:51:31,43.5,2019-10-18T10:15:20,43.05,2019-10-18T14:15:46,43.3,2019-10-18T16:36:27,67,"49,848 MWh",20,"110,145,480 MWh","148,045",236,"175,584 MWh",32
10/18/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,50.42,50.4,2019-10-18T09:25:57,50.4,2019-10-18T09:25:57,50.4,2019-10-18T09:25:57,50.4,2019-10-18T15:59:47,46,"34,224 MWh",7,"511,872 MWh",688,10,"7,440 MWh",2
10/18/2019,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,53.17,,,,,,,,,,,,"73,776 MWh",106,,,
10/18/2019,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,46.61,,,,,,,,,,,,"54,982 MWh",74,,,
10/18/2019,DEBM,2020-04,4/1/2020,4/30/2020,720 MWh,44.37,,,,,,,,,,,,,,,,
10/18/2019,DEBM,2020-05,5/1/2020,5/31/2020,744 MWh,42.73,,,,,,,,,,,,,,,,
10/18/2019,DEBM,2020-06,6/1/2020,6/30/2020,720 MWh,46.38,,,,,,,,,,,,,,,,
10/18/2019,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,45.85,,,,,,,,,,,,,,,,
10/17/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,38.05,,,,,,,,,,,,"121,505,775 MWh","163,095",,,
10/17/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,45.29,45.6,2019-10-17T08:09:16,45.65,2019-10-17T11:32:37,45.15,2019-10-17T14:45:41,45.45,2019-10-17T17:59:52,484,"348,480 MWh",103,"114,394,320 MWh","158,881",716,"515,520 MWh",201
10/17/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,42.95,43.35,2019-10-17T08:20:22,43.4,2019-10-17T09:18:12,42.95,2019-10-17T13:02:16,43.05,2019-10-17T16:20:08,112,"83,328 MWh",27,"109,938,648 MWh","147,767",247,"183,768 MWh",29
10/17/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,50.1,50.4,2019-10-17T12:30:00,50.4,2019-10-17T12:30:00,50.1,2019-10-17T15:58:56,50.1,2019-10-17T15:58:56,20,"14,880 MWh",3,"470,208 MWh",632,15,"11,160 MWh",3
10/17/2019,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,53.29,53.5,2019-10-17T10:42:27,53.5,2019-10-17T10:42:27,53.5,2019-10-17T10:42:27,53.5,2019-10-17T10:42:27,5,"3,480 MWh",1,"73,776 MWh",106,,,
10/17/2019,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,46.53,46.16,2019-10-17T10:15:00,46.16,2019-10-17T10:15:00,46.16,2019-10-17T10:15:00,46.16,2019-10-17T10:15:00,1,743 MWh,1,"54,982 MWh",74,,,
10/17/2019,DEBM,2020-04,4/1/2020,4/30/2020,720 MWh,44.27,,,,,,,,,,,,,,,,
10/17/2019,DEBM,2020-05,5/1/2020,5/31/2020,744 MWh,42.56,,,,,,,,,,,,,,,,
10/17/2019,DEBM,2020-06,6/1/2020,6/30/2020,720 MWh,46.19,,,,,,,,,,,,,,,,
10/17/2019,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,45.75,,,,,,,,,,,,,,,,
10/16/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,38.7,,,,,,,,,,,,"121,505,775 MWh","163,095",,,
10/16/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,46.36,46.3,2019-10-16T08:27:05,46.45,2019-10-16T08:32:45,46,2019-10-16T09:36:46,46.4,2019-10-16T16:22:51,454,"326,880 MWh",79,"113,729,760 MWh","157,958",709,"510,480 MWh",74
10/16/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,43.95,43.85,2019-10-16T09:19:52,44,2019-10-16T14:23:41,43.8,2019-10-16T12:01:48,43.9,2019-10-16T17:42:33,88,"65,472 MWh",19,"109,691,640 MWh","147,435",185,"137,640 MWh",27
10/16/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,50.94,50.7,2019-10-16T13:00:56,50.9,2019-10-16T15:59:29,50.7,2019-10-16T13:00:56,50.9,2019-10-16T15:59:29,25,"18,600 MWh",3,"444,168 MWh",597,30,"22,320 MWh",3
10/16/2019,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,53.63,53.85,2019-10-16T16:09:37,53.85,2019-10-16T16:09:37,53.85,2019-10-16T16:09:37,53.85,2019-10-16T16:09:37,5,"3,480 MWh",1,"70,296 MWh",101,,,
10/16/2019,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,47.12,,,,,,,,,,,,"54,239 MWh",73,5,"3,715 MWh",1
10/16/2019,DEBM,2020-04,4/1/2020,4/30/2020,720 MWh,44.88,,,,,,,,,,,,,,,,
10/16/2019,DEBM,2020-05,5/1/2020,5/31/2020,744 MWh,43.21,,,,,,,,,,,,,,,,
10/16/2019,DEBM,2020-06,6/1/2020,6/30/2020,720 MWh,46.9,,,,,,,,,,,,,,,,
10/16/2019,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,46.32,,,,,,,,,,,,,,,,
10/15/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,38.46,,,,,,,,,,,,"121,505,775 MWh","163,095",,,
10/15/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,45.84,45.8,2019-10-15T08:09:14,46.15,2019-10-15T10:07:57,45.7,2019-10-15T09:10:19,46,2019-10-15T17:22:18,472,"339,840 MWh",72,"112,950,000 MWh","156,875",852,"613,440 MWh",110
10/15/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,43.65,43.55,2019-10-15T08:35:15,44,2019-10-15T10:11:50,43.35,2019-10-15T09:12:51,43.75,2019-10-15T17:32:26,164,"122,016 MWh",34,"109,516,800 MWh","147,200",199,"148,056 MWh",32
10/15/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,50.17,50.9,2019-10-15T09:20:52,51,2019-10-15T10:09:55,50.15,2019-10-15T15:57:20,50.15,2019-10-15T15:57:20,27,"20,088 MWh",5,"403,248 MWh",542,15,"11,160 MWh",1
10/15/2019,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,53.5,53.5,2019-10-15T10:08:42,53.6,2019-10-15T16:54:50,53.5,2019-10-15T10:08:42,53.6,2019-10-15T16:54:50,7,"4,872 MWh",2,"66,816 MWh",96,,,
10/15/2019,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,46.79,46.8,2019-10-15T16:55:07,46.8,2019-10-15T16:55:07,46.8,2019-10-15T16:55:07,46.8,2019-10-15T16:55:07,2,"1,486 MWh",1,"50,524 MWh",68,5,"3,715 MWh",1
10/15/2019,DEBM,2020-04,4/1/2020,4/30/2020,720 MWh,44.27,,,,,,,,,,,,,,,,
10/15/2019,DEBM,2020-05,5/1/2020,5/31/2020,744 MWh,42.6,,,,,,,,,,,,,,,,
10/15/2019,DEBM,2020-06,6/1/2020,6/30/2020,720 MWh,46.23,,,,,,,,,,,,,,,,
10/15/2019,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,45.65,,,,,,,,,,,,,,,,
10/14/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,37.79,,,,,,,,,,,,"121,505,775 MWh","163,095",,,
10/14/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,45.18,45,2019-10-14T08:38:49,45.5,2019-10-14T17:59:53,44.9,2019-10-14T11:26:09,45.5,2019-10-14T17:59:53,287,"206,640 MWh",65,"112,508,640 MWh","156,262","1,284","924,480 MWh",94
10/14/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,42.99,43,2019-10-14T10:13:18,43.2,2019-10-14T16:37:47,42.75,2019-10-14T11:37:41,43.1,2019-10-14T16:59:13,128,"95,232 MWh",28,"109,312,200 MWh","146,925","1,089","810,216 MWh",50
10/14/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,50.14,50.3,2019-10-14T12:06:13,50.4,2019-10-14T17:50:36,50.1,2019-10-14T15:56:44,50.4,2019-10-14T17:50:36,50,"37,200 MWh",9,"372,000 MWh",500,15,"11,160 MWh",1
10/14/2019,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,53.01,,,,,,,,,,,,"61,944 MWh",89,10,"6,960 MWh",1
10/14/2019,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,46,,,,,,,,,,,,"45,323 MWh",61,,,
