;;;;;;;;;;;;;;;;;;
;EEX Power Derivatives Phelix-DE-Base-Month-Future;;;;;;;;;;;;;;;;;
Trading Day;Contract;Delivery Period;Delivery Start;Delivery End;Contract Volume;Open Price;High Price;Low Price;Last Price;"Settlement
Price";Exchange Volume MWh;Exchange Traded Contracts;Exchange Number of Trades;TradeReg Volume MWh;TradeReg Traded Contracts;TradeReg Number of Trades;Open Interest MWh (prev. day);Open Interest Contracts (prev. day)
21-08-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;29,8;0;0;0;0;0;0;186744;251
21-08-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;34,08;0;0;0;0;0;0;230400;320
21-08-2017;DEBM;2017.10;01-10-17;31-10-17;745;36,4;36,5;36,15;36,15;36,15;22350;30;6;0;0;0;55875;75
21-08-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;39,05;0;0;0;0;0;0;46800;65
21-08-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;36,3;0;0;0;0;0;0;18600;25
21-08-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;38,59;0;0;0;0;0;0;0;0
21-08-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;39,21;0;0;0;0;0;0;0;0
21-08-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
21-08-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
21-08-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
18-08-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;30,02;0;0;0;0;0;0;186744;251
18-08-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;34,31;0;0;0;0;0;0;230400;320
18-08-2017;DEBM;2017.10;01-10-17;31-10-17;745;36,28;36,5;36,28;36,5;36,72;8940;12;2;0;0;0;51405;69
18-08-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;39,24;0;0;0;0;0;0;46800;65
18-08-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;36,6;0;0;0;0;0;0;18600;25
18-08-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;39,06;0;0;0;0;0;0;0;0
18-08-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;39,23;0;0;0;0;0;0;0;0
18-08-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
18-08-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
18-08-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
17-08-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;29,62;0;0;0;0;0;0;186744;251
17-08-2017;DEBM;2017.09;01-09-17;30-09-17;720;34;34;34;34;33,96;10800;15;3;0;0;0;219600;305
17-08-2017;DEBM;2017.10;01-10-17;31-10-17;745;36,3;36,3;36,29;36,29;36,49;5215;7;2;0;0;0;46190;62
17-08-2017;DEBM;2017.11;01-11-17;30-11-17;720;39,63;39,63;39,63;39,63;39,45;18000;25;1;0;0;0;28800;40
17-08-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;36,74;0;0;0;0;0;0;18600;25
17-08-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;38,82;0;0;0;0;0;0;0;0
17-08-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;38,98;0;0;0;0;0;0;0;0
17-08-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
17-08-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
17-08-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
16-08-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;29,72;0;0;0;0;0;0;186744;251
16-08-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;33,74;0;0;0;0;0;0;219600;305
16-08-2017;DEBM;2017.10;01-10-17;31-10-17;745;36,05;36,05;36,05;36,05;35,85;18625;25;1;0;0;0;42465;57
16-08-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;38,96;0;0;0;0;0;0;28800;40
16-08-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;35,78;0;0;0;0;0;0;18600;25
16-08-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;38,25;0;0;0;0;0;0;0;0
16-08-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;38,41;0;0;0;0;0;0;0;0
16-08-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
16-08-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
16-08-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
15-08-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;30,19;0;0;0;0;0;0;186744;251
15-08-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;33,46;0;0;0;0;0;0;219600;305
15-08-2017;DEBM;2017.10;01-10-17;31-10-17;745;35,45;35,45;35,45;35,45;35,45;1490;2;1;0;0;0;40975;55
15-08-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;38,4;0;0;0;0;0;0;28800;40
15-08-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;35,6;0;0;0;0;0;0;18600;25
15-08-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;37,9;0;0;0;0;0;0;0;0
15-08-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;37,81;0;0;0;0;0;0;0;0
15-08-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
15-08-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
15-08-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
14-08-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;30,12;0;0;0;0;0;0;186744;251
14-08-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;33,65;0;0;0;0;0;0;219600;305
14-08-2017;DEBM;2017.10;01-10-17;31-10-17;745;35,45;35,45;35,45;35,45;35,64;7450;10;1;0;0;0;33525;45
14-08-2017;DEBM;2017.11;01-11-17;30-11-17;720;38,2;38,2;38,2;38,2;38,4;1440;2;1;0;0;0;28800;40
14-08-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;35,95;0;0;0;0;0;0;18600;25
14-08-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;37,88;0;0;0;0;0;0;0;0
14-08-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;38,04;0;0;0;0;0;0;0;0
14-08-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
14-08-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
14-08-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
11-08-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;30,11;0;0;0;0;0;0;186744;251
11-08-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;33,36;0;0;0;0;0;0;219600;305
11-08-2017;DEBM;2017.10;01-10-17;31-10-17;745;35,02;35,3;35,02;35,3;35,26;22350;30;3;0;0;0;18625;25
11-08-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;37,79;0;0;0;0;0;0;28800;40
11-08-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;35,31;0;0;0;0;0;0;18600;25
11-08-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;37,52;0;0;0;0;0;0;0;0
11-08-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;37,41;0;0;0;0;0;0;0;0
11-08-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
11-08-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
11-08-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
10-08-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;29,84;0;0;0;0;0;0;186744;251
10-08-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;33,15;0;0;0;0;0;0;219600;305
10-08-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;35,07;0;0;0;0;0;0;18625;25
10-08-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;37,41;0;0;0;0;0;0;28800;40
10-08-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;35,12;0;0;0;0;0;0;18600;25
10-08-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;37,17;0;0;0;0;0;0;0;0
10-08-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;37,33;0;0;0;0;0;0;0;0
10-08-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
10-08-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
10-08-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
09-08-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;29,82;0;0;0;0;0;0;186744;251
09-08-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;32,86;0;0;0;0;0;0;219600;305
09-08-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;34,75;0;0;0;0;0;0;18625;25
09-08-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;37,06;0;0;0;0;0;0;28800;40
09-08-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;34,95;0;0;0;0;0;0;18600;25
09-08-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;36,8;0;0;0;0;0;0;0;0
09-08-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;36,96;0;0;0;0;0;0;0;0
09-08-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
09-08-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
09-08-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
08-08-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;29,66;0;0;0;0;0;0;186744;251
08-08-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;32,6;0;0;0;0;0;0;219600;305
08-08-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;34,21;0;0;0;0;0;0;18625;25
08-08-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;36,57;0;0;0;0;0;0;28800;40
08-08-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;34,45;0;0;0;0;0;0;18600;25
08-08-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;36,43;0;0;0;0;0;0;0;0
08-08-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;36,59;0;0;0;0;0;0;0;0
08-08-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
08-08-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
08-08-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
07-08-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;30,16;0;0;0;0;0;0;186744;251
07-08-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;33,09;0;0;0;0;0;0;219600;305
07-08-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;34,41;0;0;0;0;0;0;18625;25
07-08-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;36,83;0;0;0;0;0;0;28800;40
07-08-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;34,86;0;0;0;0;0;0;18600;25
07-08-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;36,5;0;0;0;0;0;0;0;0
07-08-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;36,7;0;0;0;0;0;0;0;0
07-08-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
07-08-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
07-08-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
04-08-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;30,31;0;0;0;0;0;0;186744;251
04-08-2017;DEBM;2017.09;01-09-17;30-09-17;720;33,1;33,1;33;33;32,94;10800;15;2;0;0;0;209520;291
04-08-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;34,15;0;0;0;0;0;0;18625;25
04-08-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;36,32;0;0;0;0;0;0;28800;40
04-08-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;34,48;0;0;0;0;0;0;18600;25
04-08-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;36,24;0;0;0;0;0;0;0;0
04-08-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;36,39;0;0;0;0;0;0;0;0
04-08-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
04-08-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
04-08-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
03-08-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;30,31;0;0;0;0;0;0;186744;251
03-08-2017;DEBM;2017.09;01-09-17;30-09-17;720;32,41;32,41;32,41;32,41;32,82;7200;10;1;0;0;0;209520;291
03-08-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;33,86;0;0;0;0;0;0;18625;25
03-08-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;36,24;0;0;0;0;0;0;28800;40
03-08-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;34,35;0;0;0;0;0;0;18600;25
03-08-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;36,12;0;0;0;0;0;0;0;0
03-08-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;36,27;0;0;0;0;0;0;0;0
03-08-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
03-08-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
03-08-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
02-08-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;29,96;0;0;0;0;0;0;186744;251
02-08-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;32,58;0;0;0;0;0;0;209520;291
02-08-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;33,78;0;0;0;0;0;0;18625;25
02-08-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;36,23;0;0;0;0;0;0;28800;40
02-08-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;34,4;0;0;0;0;0;0;18600;25
02-08-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;36,05;0;0;0;0;0;0;0;0
02-08-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;36,2;0;0;0;0;0;0;0;0
02-08-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
02-08-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
02-08-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
01-08-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;30,28;0;0;0;0;0;0;186744;251
01-08-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;32,55;0;0;0;0;0;0;209520;291
01-08-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;33,74;0;0;0;0;0;0;18625;25
01-08-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;36,11;0;0;0;0;0;0;28800;40
01-08-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;34,15;0;0;0;0;0;0;18600;25
01-08-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;36,01;0;0;0;0;0;0;0;0
01-08-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;35,9;0;0;0;0;0;0;0;0
01-08-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
01-08-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
01-08-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
31-07-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;30,68;0;0;0;0;0;0;186744;251
31-07-2017;DEBM;2017.09;01-09-17;30-09-17;720;32,95;32,95;32,9;32,95;32,75;25200;35;5;0;0;0;187920;261
31-07-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;33,85;0;0;0;0;0;0;18625;25
31-07-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;36,15;0;0;0;0;0;0;28800;40
31-07-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;34,21;0;0;0;0;0;0;18600;25
31-07-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;36,26;0;0;0;0;0;0;0;0
31-07-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;;0;0;0;0;0;0;0;0
31-07-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
31-07-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
28-07-2017;DEBM;2017.07;01-07-17;31-07-17;744;;;;;33,42;0;0;0;0;0;0;175584;236
28-07-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;31,46;0;0;0;0;0;0;186744;251
28-07-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;32,95;0;0;0;0;0;0;187920;261
28-07-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;33,87;0;0;0;0;0;0;18625;25
28-07-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;36,12;0;0;0;0;0;0;28800;40
28-07-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;34,12;0;0;0;0;0;0;18600;25
28-07-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;36,13;0;0;0;0;0;0;0;0
28-07-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;;0;0;0;0;0;0;0;0
28-07-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
28-07-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
27-07-2017;DEBM;2017.07;01-07-17;31-07-17;744;;;;;33,69;0;0;0;0;0;0;175584;236
27-07-2017;DEBM;2017.08;01-08-17;31-08-17;744;31,6;31,65;31,6;31,6;31,6;66960;90;11;7440;10;2;112344;151
27-07-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;32,83;0;0;0;3600;5;1;187920;261
27-07-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;33,95;0;0;0;0;0;0;18625;25
27-07-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;36,07;0;0;0;0;0;0;28800;40
27-07-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;34,15;0;0;0;0;0;0;18600;25
27-07-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;36,17;0;0;0;0;0;0;0;0
27-07-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;;0;0;0;0;0;0;0;0
27-07-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
27-07-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
26-07-2017;DEBM;2017.07;01-07-17;31-07-17;744;;;;;33,8;0;0;0;0;0;0;175584;236
26-07-2017;DEBM;2017.08;01-08-17;31-08-17;744;32;32;32;32;31,91;3720;5;1;0;0;0;108624;146
26-07-2017;DEBM;2017.09;01-09-17;30-09-17;720;33,3;33,35;33,3;33,35;33,2;7200;10;2;0;0;0;180720;251
26-07-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;34,23;0;0;0;0;0;0;18625;25
26-07-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;36,2;0;0;0;0;0;0;28800;40
26-07-2017;DEBM;2017.12;01-12-17;31-12-17;744;33,6;33,6;33,6;33,6;33,68;7440;10;2;0;0;0;18600;25
26-07-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;36,18;0;0;0;0;0;0;0;0
26-07-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;;0;0;0;0;0;0;0;0
26-07-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
26-07-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
25-07-2017;DEBM;2017.07;01-07-17;31-07-17;744;;;;;33,92;0;0;0;0;0;0;175584;236
25-07-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;31,7;0;0;0;0;0;0;108624;146
25-07-2017;DEBM;2017.09;01-09-17;30-09-17;720;33,2;33,2;33,07;33,07;33,05;10800;15;3;0;0;0;169920;236
25-07-2017;DEBM;2017.10;01-10-17;31-10-17;745;34,15;34,15;34,15;34,15;34,15;7450;10;1;0;0;0;11175;15
25-07-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;36,21;0;0;0;0;0;0;28800;40
25-07-2017;DEBM;2017.12;01-12-17;31-12-17;744;33,85;33,85;33,6;33,6;33,55;11160;15;2;0;0;0;7440;10
25-07-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;36,04;0;0;0;0;0;0;0;0
25-07-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;;0;0;0;0;0;0;0;0
25-07-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
25-07-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
24-07-2017;DEBM;2017.07;01-07-17;31-07-17;744;;;;;33,95;0;0;0;0;0;0;175584;236
24-07-2017;DEBM;2017.08;01-08-17;31-08-17;744;32,4;32,45;32,1;32,1;32,01;26040;35;7;0;0;0;82584;111
24-07-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;33,5;0;0;0;0;0;0;169920;236
24-07-2017;DEBM;2017.10;01-10-17;31-10-17;745;34,9;34,9;34,9;34,9;34,6;3725;5;1;0;0;0;7450;10
24-07-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;36,63;0;0;0;0;0;0;28800;40
24-07-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;33,85;0;0;0;0;0;0;7440;10
24-07-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;36,3;0;0;0;0;0;0;0;0
24-07-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;;0;0;0;0;0;0;0;0
24-07-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
24-07-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
21-07-2017;DEBM;2017.07;01-07-17;31-07-17;744;;;;;33,94;0;0;0;0;0;0;175584;236
21-07-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;32,43;0;0;0;0;0;0;82584;111
21-07-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;34,26;0;0;0;0;0;0;169920;236
21-07-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;35,09;0;0;0;0;0;0;7450;10
21-07-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;37,04;0;0;0;0;0;0;28800;40
21-07-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;34,72;0;0;0;0;0;0;7440;10
21-07-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;36,86;0;0;0;0;0;0;0;0
21-07-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;;0;0;0;0;0;0;0;0
21-07-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
21-07-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
20-07-2017;DEBM;2017.07;01-07-17;31-07-17;744;;;;;33,84;0;0;0;0;0;0;175584;236
20-07-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;32,51;0;0;0;0;0;0;82584;111
20-07-2017;DEBM;2017.09;01-09-17;30-09-17;720;34,35;34,35;34,25;34,3;34,43;18000;25;6;0;0;0;151920;211
20-07-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;35,48;0;0;0;0;0;0;7450;10
20-07-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;37,34;0;0;0;0;0;0;28800;40
20-07-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;34,96;0;0;0;0;0;0;7440;10
20-07-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;37,17;0;0;0;0;0;0;0;0
20-07-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;;0;0;0;0;0;0;0;0
20-07-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
20-07-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
19-07-2017;DEBM;2017.07;01-07-17;31-07-17;744;;;;;33,89;0;0;0;0;0;0;175584;236
19-07-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;32,13;0;0;0;0;0;0;82584;111
19-07-2017;DEBM;2017.09;01-09-17;30-09-17;720;34,15;34,2;34,15;34,2;34,16;14400;20;4;0;0;0;137520;191
19-07-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;35,13;0;0;0;0;0;0;7450;10
19-07-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;37,28;0;0;0;0;0;0;28800;40
19-07-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;35;0;0;0;0;0;0;7440;10
19-07-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;36,92;0;0;0;0;0;0;0;0
19-07-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;;0;0;0;0;0;0;0;0
19-07-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
19-07-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
18-07-2017;DEBM;2017.07;01-07-17;31-07-17;744;;;;;33,85;0;0;0;0;0;0;175584;236
18-07-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;32;0;0;0;0;0;0;82584;111
18-07-2017;DEBM;2017.09;01-09-17;30-09-17;720;34,3;34,3;34,2;34,25;34,03;25200;35;7;0;0;0;112320;156
18-07-2017;DEBM;2017.10;01-10-17;31-10-17;745;35,25;35,25;35,25;35,25;35,09;7450;10;1;0;0;0;0;0
18-07-2017;DEBM;2017.11;01-11-17;30-11-17;720;37,2;37,2;37,2;37,2;37,42;7200;10;1;0;0;0;21600;30
18-07-2017;DEBM;2017.12;01-12-17;31-12-17;744;35,25;35,25;35,25;35,25;34,92;7440;10;1;0;0;0;0;0
