;;;;;;;;;;;;;;;;;;
;EEX Power Derivatives Phelix-DE-Base-Month-Future;;;;;;;;;;;;;;;;;
Trading Day;Contract;Delivery Period;Delivery Start;Delivery End;Contract Volume;Open Price;High Price;Low Price;Last Price;"Settlement
Price";Exchange Volume MWh;Exchange Traded Contracts;Exchange Number of Trades;TradeReg Volume MWh;TradeReg Traded Contracts;TradeReg Number of Trades;Open Interest MWh (prev. day);Open Interest Contracts (prev. day)
26-10-2017;DEBM;2017.12;01-12-17;31-12-17;744;38,25;38,25;38,25;38,25;38,01;22320;30;3;0;0;0;1049784;1411
26-10-2017;DEBM;2018.01;01-01-18;31-01-18;744;43,9;43,95;43,75;43,75;43,67;14880;20;6;0;0;0;44640;60
26-10-2017;DEBM;2018.02;01-02-18;28-02-18;672;44;44;43,9;43,9;43,57;16800;25;5;0;0;0;6720;10
26-10-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;36,26;0;0;0;0;0;0;177577;239
26-10-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,64;0;0;0;0;0;0;0;0
26-10-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,43;0;0;0;0;0;0;0;0
26-10-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;33,29;0;0;0;0;0;0;0;0
26-10-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;33,3;0;0;0;0;0;0;0;0
25-10-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;30,23;0;0;0;0;0;0;939445;1261
25-10-2017;DEBM;2017.11;01-11-17;30-11-17;720;38,57;38,75;38,57;38,7;38,68;22320;31;8;3600;5;1;1225440;1702
25-10-2017;DEBM;2017.12;01-12-17;31-12-17;744;37,8;37,85;37,64;37,7;37,71;11160;15;4;0;0;0;1046808;1407
25-10-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;43,91;0;0;0;0;0;0;44640;60
25-10-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;43,46;0;0;0;0;0;0;6720;10
25-10-2017;DEBM;2018.03;01-03-18;31-03-18;743;36,05;36,1;36;36,1;36,15;24519;33;7;0;0;0;153058;206
25-10-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,8;0;0;0;0;0;0;0;0
25-10-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,59;0;0;0;0;0;0;0;0
25-10-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;33,45;0;0;0;0;0;0;0;0
25-10-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;;0;0;0;0;0;0;0;0
24-10-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;30,71;0;0;0;0;0;0;939445;1261
24-10-2017;DEBM;2017.11;01-11-17;30-11-17;720;38,2;38,55;38,1;38,4;38,4;109440;152;28;0;0;0;1126800;1565
24-10-2017;DEBM;2017.12;01-12-17;31-12-17;744;37,4;37,75;37,4;37,7;37,65;22320;30;6;0;0;0;1024488;1377
24-10-2017;DEBM;2018.01;01-01-18;31-01-18;744;43,5;43,5;43,5;43,5;43,43;1488;2;1;0;0;0;43152;58
24-10-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;43,09;0;0;0;0;0;0;6720;10
24-10-2017;DEBM;2018.03;01-03-18;31-03-18;743;35,75;35,75;35,75;35,75;36,09;743;1;1;0;0;0;152315;205
24-10-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,43;0;0;0;0;0;0;0;0
24-10-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,32;0;0;0;0;0;0;0;0
24-10-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;33,18;0;0;0;0;0;0;0;0
24-10-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;;0;0;0;0;0;0;0;0
23-10-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;31,33;0;0;0;0;0;0;939445;1261
23-10-2017;DEBM;2017.11;01-11-17;30-11-17;720;40,45;40,5;38,8;39,05;39,07;72000;100;14;32400;45;5;1029600;1430
23-10-2017;DEBM;2017.12;01-12-17;31-12-17;744;38,2;38,3;38;38;38,3;20832;28;6;14880;20;2;988776;1329
23-10-2017;DEBM;2018.01;01-01-18;31-01-18;744;43,7;43,7;43,7;43,7;43,81;2232;3;1;0;0;0;40920;55
23-10-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;42,71;0;0;0;0;0;0;6720;10
23-10-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;35,86;0;0;0;0;0;0;152315;205
23-10-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,25;0;0;0;0;0;0;0;0
23-10-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,14;0;0;0;0;0;0;0;0
23-10-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;32,97;0;0;0;0;0;0;0;0
23-10-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;;0;0;0;0;0;0;0;0
20-10-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;33,33;0;0;0;0;0;0;939445;1261
20-10-2017;DEBM;2017.11;01-11-17;30-11-17;720;40,55;40,55;40,35;40,35;40,55;14400;20;4;26640;37;7;1005120;1396
20-10-2017;DEBM;2017.12;01-12-17;31-12-17;744;38,63;38,63;38,63;38,63;38,4;7440;10;1;0;0;0;988776;1329
20-10-2017;DEBM;2018.01;01-01-18;31-01-18;744;44;44,1;44;44,1;43,92;10416;14;4;0;0;0;37200;50
20-10-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;43,15;0;0;0;0;0;0;6720;10
20-10-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;35,94;0;0;0;0;0;0;152315;205
20-10-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,1;0;0;0;0;0;0;0;0
20-10-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,04;0;0;0;0;0;0;0;0
20-10-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;32,87;0;0;0;0;0;0;0;0
20-10-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;;0;0;0;0;0;0;0;0
19-10-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;33,18;0;0;0;0;0;0;939445;1261
19-10-2017;DEBM;2017.11;01-11-17;30-11-17;720;41,1;41,25;40,8;40,9;41;30240;42;10;10800;15;2;964080;1339
19-10-2017;DEBM;2017.12;01-12-17;31-12-17;744;39,3;39,3;39,3;39,3;39,12;1488;2;1;0;0;0;987288;1327
19-10-2017;DEBM;2018.01;01-01-18;31-01-18;744;44,3;44,3;44,3;44,3;44,54;7440;10;1;0;0;0;37200;50
19-10-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;44,04;0;0;0;0;0;0;6720;10
19-10-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;37,55;0;0;0;0;0;0;152315;205
19-10-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,65;0;0;0;0;0;0;0;0
19-10-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,49;0;0;0;0;0;0;0;0
19-10-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;33,36;0;0;0;0;0;0;0;0
19-10-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;;0;0;0;0;0;0;0;0
18-10-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;33,47;0;0;0;0;0;0;939445;1261
18-10-2017;DEBM;2017.11;01-11-17;30-11-17;720;41,3;41,3;41,3;41,3;41,54;3600;5;1;57600;80;14;924480;1284
18-10-2017;DEBM;2017.12;01-12-17;31-12-17;744;39,25;39,45;39,2;39,35;39,44;20088;27;5;7440;10;2;975384;1311
18-10-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;45,5;0;0;0;0;0;0;37200;50
18-10-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;44,27;0;0;0;0;0;0;6720;10
18-10-2017;DEBM;2018.03;01-03-18;31-03-18;743;37,5;37,5;37,5;37,5;37,63;40865;55;7;18575;25;1;111450;150
18-10-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,94;0;0;0;0;0;0;0;0
18-10-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,77;0;0;0;0;0;0;0;0
18-10-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;33,64;0;0;0;0;0;0;0;0
18-10-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;;0;0;0;0;0;0;0;0
17-10-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;33,32;0;0;0;0;0;0;939445;1261
17-10-2017;DEBM;2017.11;01-11-17;30-11-17;720;40,8;41,05;40,8;41;40,98;30240;42;9;8640;12;2;885600;1230
17-10-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;38,8;0;0;0;0;0;0;976128;1312
17-10-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;44,45;0;0;0;0;0;0;37200;50
17-10-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;44,1;0;0;0;0;0;0;6720;10
17-10-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;37,36;0;0;0;0;0;0;111450;150
17-10-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,45;0;0;0;0;0;0;0;0
17-10-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,3;0;0;0;0;0;0;0;0
17-10-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;33,15;0;0;0;0;0;0;0;0
17-10-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;;0;0;0;0;0;0;0;0
16-10-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;31,96;0;0;0;0;0;0;939445;1261
16-10-2017;DEBM;2017.11;01-11-17;30-11-17;720;40,9;40,9;40,65;40,65;40,56;5040;7;2;2160;3;1;882000;1225
16-10-2017;DEBM;2017.12;01-12-17;31-12-17;744;38,55;38,55;38,45;38,55;38,67;3720;5;4;0;0;0;973152;1308
16-10-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;44,35;0;0;0;0;0;0;37200;50
16-10-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;43,97;0;0;0;0;0;0;6720;10
16-10-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;37,31;0;0;0;0;0;0;111450;150
16-10-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,51;0;0;0;0;0;0;0;0
16-10-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,37;0;0;0;0;0;0;0;0
16-10-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;33,23;0;0;0;0;0;0;0;0
16-10-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;;0;0;0;0;0;0;0;0
13-10-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;31,92;0;0;0;0;0;0;939445;1261
13-10-2017;DEBM;2017.11;01-11-17;30-11-17;720;40,2;40,2;40,2;40,2;40,59;7200;10;1;10800;15;2;864000;1200
13-10-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;38,64;0;0;0;0;0;0;973152;1308
13-10-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;44,09;0;0;0;0;0;0;37200;50
13-10-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;43,88;0;0;0;0;0;0;6720;10
13-10-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;37,34;0;0;0;0;0;0;111450;150
13-10-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,29;0;0;0;0;0;0;0;0
13-10-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,16;0;0;0;0;0;0;0;0
13-10-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;33;0;0;0;0;0;0;0;0
13-10-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;;0;0;0;0;0;0;0;0
12-10-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;32,2;0;0;0;0;0;0;939445;1261
12-10-2017;DEBM;2017.11;01-11-17;30-11-17;720;40,7;40,7;40,35;40,5;40,48;48960;68;14;0;0;0;825840;1147
12-10-2017;DEBM;2017.12;01-12-17;31-12-17;744;38,35;38,35;38,35;38,35;38,3;3720;5;1;744;1;1;973152;1308
12-10-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;43,63;0;0;0;0;0;0;37200;50
12-10-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;43,37;0;0;0;0;0;0;6720;10
12-10-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;36,83;0;0;0;0;0;0;111450;150
12-10-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;32,78;0;0;0;0;0;0;0;0
12-10-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;30,74;0;0;0;0;0;0;0;0
12-10-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;32,56;0;0;0;0;0;0;0;0
12-10-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;;0;0;0;0;0;0;0;0
11-10-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;32,93;0;0;0;0;0;0;939445;1261
11-10-2017;DEBM;2017.11;01-11-17;30-11-17;720;40,75;41;40,65;40,7;40,97;54000;75;15;7200;10;2;775440;1077
11-10-2017;DEBM;2017.12;01-12-17;31-12-17;744;38,3;38,35;38,3;38,35;38,64;13392;18;3;0;0;0;959760;1290
11-10-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;43,62;0;0;0;0;0;0;37200;50
11-10-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;43,55;0;0;0;0;0;0;6720;10
11-10-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;36,95;0;0;0;0;0;0;111450;150
11-10-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,23;0;0;0;0;0;0;0;0
11-10-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,12;0;0;0;0;0;0;0;0
11-10-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;32,94;0;0;0;0;0;0;0;0
11-10-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;;0;0;0;0;0;0;0;0
10-10-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;33,13;0;0;0;0;0;0;939445;1261
10-10-2017;DEBM;2017.11;01-11-17;30-11-17;720;40,1;40,5;39,8;40,5;40,56;28800;40;8;25200;35;6;728640;1012
10-10-2017;DEBM;2017.12;01-12-17;31-12-17;744;37,55;37,85;37,5;37,85;37,88;13392;18;4;212040;285;57;796080;1070
10-10-2017;DEBM;2018.01;01-01-18;31-01-18;744;42,4;42,4;42,4;42,4;42,94;3720;5;2;0;0;0;37200;50
10-10-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;42,7;0;0;0;0;0;0;6720;10
10-10-2017;DEBM;2018.03;01-03-18;31-03-18;743;36;36,1;36;36,1;36,1;22290;30;7;0;0;0;89160;120
10-10-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;32,66;0;0;0;0;0;0;0;0
10-10-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;30,62;0;0;0;0;0;0;0;0
10-10-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;32,43;0;0;0;0;0;0;0;0
10-10-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;;0;0;0;0;0;0;0;0
09-10-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;32,85;0;0;0;0;0;0;939445;1261
09-10-2017;DEBM;2017.11;01-11-17;30-11-17;720;40,5;40,55;40,05;40,25;40,25;32400;45;9;10800;15;2;696240;967
09-10-2017;DEBM;2017.12;01-12-17;31-12-17;744;38;38;37,7;37,7;37,76;26040;35;7;223200;300;53;561720;755
09-10-2017;DEBM;2018.01;01-01-18;31-01-18;744;42,5;42,6;42,5;42,6;42,57;4464;6;2;0;0;0;37200;50
09-10-2017;DEBM;2018.02;01-02-18;28-02-18;672;42,25;42,25;42,25;42,25;42,46;3360;5;1;0;0;0;3360;5
09-10-2017;DEBM;2018.03;01-03-18;31-03-18;743;36;36;36;36;36,11;52010;70;8;0;0;0;37150;50
09-10-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;32,5;0;0;0;0;0;0;0;0
09-10-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;30,49;0;0;0;0;0;0;0;0
09-10-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;32,29;0;0;0;0;0;0;0;0
09-10-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;;0;0;0;0;0;0;0;0
06-10-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;33,25;0;0;0;0;0;0;939445;1261
06-10-2017;DEBM;2017.11;01-11-17;30-11-17;720;41,1;41,1;40,65;40,65;40,65;39600;55;11;7200;10;1;660240;917
06-10-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;38,2;0;0;0;0;0;0;561720;755
06-10-2017;DEBM;2018.01;01-01-18;31-01-18;744;42,5;42,5;42,5;42,5;42,6;3720;5;1;0;0;0;33480;45
06-10-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;43;0;0;0;0;0;0;3360;5
06-10-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;35,85;0;0;0;0;0;0;37150;50
06-10-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;32,91;0;0;0;0;0;0;0;0
06-10-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;30,77;0;0;0;0;0;0;0;0
06-10-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;32,58;0;0;0;0;0;0;0;0
06-10-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;;0;0;0;0;0;0;0;0
05-10-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;33,55;0;0;0;0;0;0;939445;1261
05-10-2017;DEBM;2017.11;01-11-17;30-11-17;720;41,7;41,7;40,9;41,25;41,14;36000;50;10;3600;5;1;624240;867
05-10-2017;DEBM;2017.12;01-12-17;31-12-17;744;38,55;38,55;38,5;38,5;38,31;7440;10;2;0;0;0;561720;755
05-10-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;42,45;0;0;0;0;0;0;33480;45
05-10-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;43,02;0;0;0;0;0;0;3360;5
05-10-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;35,95;0;0;0;0;0;0;37150;50
05-10-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;32,98;0;0;0;0;0;0;0;0
05-10-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;30,8;0;0;0;0;0;0;0;0
05-10-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;32,62;0;0;0;0;0;0;0;0
05-10-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;;0;0;0;0;0;0;0;0
04-10-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;34,33;0;0;0;0;0;0;939445;1261
04-10-2017;DEBM;2017.11;01-11-17;30-11-17;720;41;41;41;41;40,9;3600;5;1;3600;5;1;617040;857
04-10-2017;DEBM;2017.12;01-12-17;31-12-17;744;38,5;38,5;38,35;38,5;38,45;42408;57;12;0;0;0;520800;700
04-10-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;42,21;0;0;0;0;0;0;33480;45
04-10-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;42,39;0;0;0;0;0;0;3360;5
04-10-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;35,78;0;0;0;0;0;0;37150;50
04-10-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;32,82;0;0;0;0;0;0;0;0
04-10-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;30,74;0;0;0;0;0;0;0;0
04-10-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;32,55;0;0;0;0;0;0;0;0
04-10-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;;0;0;0;0;0;0;0;0
03-10-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;35,38;0;0;0;0;0;0;939445;1261
03-10-2017;DEBM;2017.11;01-11-17;30-11-17;720;40,6;41;40,6;40,85;40,77;30240;42;8;10800;15;2;576720;801
03-10-2017;DEBM;2017.12;01-12-17;31-12-17;744;38,35;38,65;38,35;38,65;38,32;22320;30;6;0;0;0;498480;670
03-10-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;42,06;0;0;0;0;0;0;33480;45
03-10-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;42,16;0;0;0;0;0;0;3360;5
03-10-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;34,67;0;0;0;0;0;0;37150;50
03-10-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;32,78;0;0;0;0;0;0;0;0
03-10-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;30,08;0;0;0;0;0;0;0;0
03-10-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;31,87;0;0;0;0;0;0;0;0
03-10-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;;0;0;0;0;0;0;0;0
02-10-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;35,75;0;0;0;0;0;0;939445;1261
02-10-2017;DEBM;2017.11;01-11-17;30-11-17;720;40,85;41,4;40,25;40,45;40,33;57600;80;17;18000;25;4;514800;715
02-10-2017;DEBM;2017.12;01-12-17;31-12-17;744;38,35;38,35;38,1;38,1;38,19;23064;31;3;0;0;0;494016;664
02-10-2017;DEBM;2018.01;01-01-18;31-01-18;744;41,89;41,89;41,89;41,89;41,83;18600;25;1;0;0;0;14880;20
02-10-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;41,85;0;0;0;0;0;0;3360;5
02-10-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;34,02;0;0;0;0;0;0;37150;50
02-10-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;32,05;0;0;0;0;0;0;0;0
02-10-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;30;0;0;0;0;0;0;0;0
02-10-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;31,77;0;0;0;0;0;0;0;0
02-10-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;;0;0;0;0;0;0;0;0
29-09-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;34,35;0;0;0;0;0;0;272160;378
29-09-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;36,18;0;0;0;5960;8;2;933485;1253
29-09-2017;DEBM;2017.11;01-11-17;30-11-17;720;41,1;41,1;41,1;41,1;41;7920;11;1;7200;10;2;511200;710
29-09-2017;DEBM;2017.12;01-12-17;31-12-17;744;39,1;39,1;38,75;38,75;38,76;22320;30;4;0;0;0;477648;642
29-09-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;42,42;0;0;0;0;0;0;14880;20
29-09-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;42,21;0;0;0;0;0;0;3360;5
29-09-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;35;0;0;0;0;0;0;37150;50
29-09-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;32,94;0;0;0;0;0;0;0;0
29-09-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;30,22;0;0;0;0;0;0;0;0
29-09-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;32,05;0;0;0;0;0;0;0;0
28-09-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;34,39;0;0;0;0;0;0;272160;378
28-09-2017;DEBM;2017.10;01-10-17;31-10-17;745;36,5;36,5;36,5;36,5;37,43;3725;5;1;11175;15;2;918585;1233
28-09-2017;DEBM;2017.11;01-11-17;30-11-17;720;42,1;42,1;42,1;42,1;42,05;3600;5;1;18000;25;3;489600;680
28-09-2017;DEBM;2017.12;01-12-17;31-12-17;744;39,3;39,5;39,3;39,5;39,6;7440;10;2;0;0;0;473928;637
28-09-2017;DEBM;2018.01;01-01-18;31-01-18;744;43,85;43,85;43,85;43,85;43,85;3720;5;1;0;0;0;11160;15
28-09-2017;DEBM;2018.02;01-02-18;28-02-18;672;43,6;43,6;43,6;43,6;43,65;3360;5;1;0;0;0;0;0
28-09-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;36,19;0;0;0;0;0;0;37150;50
28-09-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,81;0;0;0;0;0;0;0;0
28-09-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,02;0;0;0;0;0;0;0;0
28-09-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;33,3;0;0;0;0;0;0;0;0
27-09-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;34,32;0;0;0;0;0;0;272160;378
27-09-2017;DEBM;2017.10;01-10-17;31-10-17;745;36,5;36,5;35,95;36,35;36,25;44700;60;11;0;0;0;428375;575
27-09-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;40,45;0;0;0;0;0;0;62640;87
27-09-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;38,38;0;0;0;2232;3;1;29016;39
27-09-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;42,72;0;0;0;0;0;0;11160;15
27-09-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;42,68;0;0;0;0;0;0;0;0
27-09-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;36,83;0;0;0;0;0;0;37150;50
27-09-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,8;0;0;0;0;0;0;0;0
27-09-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,01;0;0;0;0;0;0;0;0
27-09-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;32,92;0;0;0;0;0;0;0;0
26-09-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;34,11;0;0;0;0;0;0;272160;378
26-09-2017;DEBM;2017.10;01-10-17;31-10-17;745;38,1;38,1;37;37;36,85;8940;12;2;0;0;0;426885;573
26-09-2017;DEBM;2017.11;01-11-17;30-11-17;720;41,1;41,1;41,1;41,1;41,03;1440;2;1;0;0;0;61200;85
26-09-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;38,59;0;0;0;0;0;0;29016;39
26-09-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;43,11;0;0;0;0;0;0;11160;15
26-09-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;43,08;0;0;0;0;0;0;0;0
26-09-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;37,17;0;0;0;0;0;0;37150;50
26-09-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,83;0;0;0;0;0;0;0;0
26-09-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,04;0;0;0;0;0;0;0;0
26-09-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;32,92;0;0;0;0;0;0;0;0
25-09-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;33,99;0;0;0;0;0;0;272160;378
25-09-2017;DEBM;2017.10;01-10-17;31-10-17;745;37,6;37,7;37,6;37,7;37,54;14900;20;2;22350;30;4;404535;543
25-09-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;41,6;0;0;0;0;0;0;61200;85
25-09-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;39,08;0;0;0;0;0;0;29016;39
25-09-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;43,67;0;0;0;0;0;0;11160;15
25-09-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;43,68;0;0;0;0;0;0;0;0
